"id","gender","race","ses","sch","prog","locus","concept","mot","career","read","write","math","sci","ss"
101,"male","hispanic","middle","private","general",-0.670000016689301,-0.469999998807907,0,"operative",44.2000007629395,48.9000015258789,43.0999984741211,55.2999992370605,45.5999984741211
533,"female","white","low","private","academic",-0.170000001788139,0.0299999993294477,0.670000016689301,"service",44.2000007629395,59.2999992370605,45.7000007629395,55.2999992370605,50.5999984741211
273,"female","white","middle","public","general",0.46000000834465,0.0299999993294477,0.330000013113022,"sales",44.7000007629395,38.5,45.9000015258789,44.4000015258789,35.5999984741211
112,"male","african-amer","low","public","academic",0.0299999993294477,0.319999992847443,1,"manager",44.7000007629395,56.7000007629395,50.2999992370605,30.8999996185303,55.5999984741211
420,"male","white","low","public","academic",-0.270000010728836,0.939999997615814,0,"not working",44.7000007629395,54.0999984741211,50.4000015258789,45,50.5999984741211
560,"female","white","low","private","academic",-0.189999997615814,-1.73000001907349,1,"clerical",44.7000007629395,47.5999984741211,50.2999992370605,39,50.5999984741211
147,"male","african-amer","high","public","vocation",-0.660000026226044,-0.0799999982118607,1,"protective",44.7000007629395,33.2999992370605,33.7000007629395,39,35.5999984741211
389,"female","white","low","public","general",-1.01999998092651,-1.66999995708466,0.670000016689301,"laborer",45.2999992370605,43,52.2999992370605,60.7000007629395,56.7999992370605
136,"female","african-amer","low","public","academic",0.0599999986588955,0.939999997615814,0.670000016689301,"prof1",45.2999992370605,54.7000007629395,44.2999992370605,33.5999984741211,40.5999984741211
579,"female","white","low","private","vocation",-0.379999995231628,0.0299999993294477,1,"prof1",45.2999992370605,38.5,43.5,40.0999984741211,45.5999984741211
124,"female","african-amer","middle","public","vocation",0.219999998807907,-0.759999990463257,0.670000016689301,"technical",45.7999992370605,52.0999984741211,54.9000015258789,44.4000015258789,55.5999984741211
326,"male","white","low","public","general",1.12999999523163,0.0299999993294477,0.330000013113022,"laborer",45.7999992370605,41.7000007629395,43.0999984741211,53.5999984741211,36.9000015258789
399,"female","white","low","public","general",-0.239999994635582,0.0299999993294477,0.670000016689301,"prof1",45.7999992370605,54.0999984741211,49.5,47.0999984741211,55.5999984741211
392,"male","white","low","public","vocation",-1.74000000953674,0.610000014305115,0.330000013113022,"not working",45.7999992370605,34.5999984741211,37.9000015258789,39,45.5999984741211
308,"male","white","low","public","academic",0,0.649999976158142,0.670000016689301,"military",46.9000015258789,33.2999992370605,50.4000015258789,47.0999984741211,55.5999984741211
398,"female","white","low","public","vocation",0.959999978542328,0.939999997615814,0.670000016689301,"prof1",46.9000015258789,50.2000007629395,46.5,47.0999984741211,51.7999992370605
532,"male","white","middle","private","vocation",0,0.340000003576279,0.330000013113022,"craftsman",46.9000015258789,56.7000007629395,57.2000007629395,58,45.5999984741211
77,"male","asian","middle","public","vocation",0.889999985694885,0.319999992847443,0.670000016689301,"prof2",46.9000015258789,44.2999992370605,48.7000007629395,53.0999984741211,55.5999984741211
526,"male","white","middle","private","academic",0.709999978542328,0.0299999993294477,0.330000013113022,"proprietor",46.9000015258789,46.9000015258789,41,41.7000007629395,50.5999984741211
573,"female","white","low","private","general",-0.230000004172325,0.689999997615814,0.670000016689301,"service",46.9000015258789,61.9000015258789,48,39,50.5999984741211
46,"male","hispanic","low","public","vocation",-0.219999998807907,-1.3400000333786,0.670000016689301,"technical",46.9000015258789,31.2999992370605,43.5999984741211,36.2999992370605,35.5999984741211
592,"female","white","high","private","academic",0.0599999986588955,0.0299999993294477,0.670000016689301,"school",46.9000015258789,60.5999984741211,51.2999992370605,63.4000015258789,30.6000003814697
49,"female","hispanic","middle","public","academic",-1.05999994277954,0.0299999993294477,0.670000016689301,"manager",46.9000015258789,56.7000007629395,48,44.4000015258789,40.5999984741211
451,"female","white","middle","public","vocation",0.0199999995529652,-0.319999992847443,1,"homemaker",46.9000015258789,46.2999992370605,52,47.7000007629395,45.5999984741211
514,"male","white","middle","public","academic",0.0599999986588955,0.0299999993294477,0,"proprietor",46.9000015258789,51.5,57.2000007629395,52.5999984741211,60.5
571,"female","white","high","private","academic",1.1599999666214,0.0900000035762787,1,"prof1",46.9000015258789,52.0999984741211,42.5,47.7000007629395,60.5
425,"female","white","low","public","general",1.36000001430511,0.649999976158142,1,"service",46.9000015258789,51.5,57,49.7999992370605,40.5999984741211
311,"male","white","high","public","vocation",0.46000000834465,0.629999995231628,0.670000016689301,"craftsman",46.9000015258789,52.7999992370605,49.2999992370605,53.0999984741211,35.5999984741211
73,"female","asian","middle","public","general",-1.0900000333786,0.0299999993294477,0.330000013113022,"craftsman",46.9000015258789,43.7000007629395,41.9000015258789,41.7000007629395,35.5999984741211
439,"female","white","low","public","academic",0.680000007152557,0.879999995231628,1,"prof1",46.9000015258789,61.9000015258789,53,52.5999984741211,60.5
9,"male","hispanic","middle","public","academic",0.0599999986588955,0.560000002384186,0.330000013113022,"prof1",46.9000015258789,41.0999984741211,45.2999992370605,47.0999984741211,55.5999984741211
319,"male","white","low","public","vocation",-0.439999997615814,-0.550000011920929,0.330000013113022,"homemaker",46.9000015258789,38.5,47.0999984741211,41.7000007629395,25.7000007629395
160,"female","african-amer","low","private","general",0.699999988079071,0.870000004768372,1,"clerical",46.9000015258789,54.0999984741211,46.4000015258789,49.7999992370605,55.5999984741211
578,"female","white","middle","private","vocation",-0.589999973773956,0.280000001192093,1,"school",46.9000015258789,51.5,48.5,49.7999992370605,50.5999984741211
40,"male","hispanic","high","public","academic",0.209999993443489,-0.280000001192093,0.670000016689301,"protective",46.9000015258789,41.0999984741211,53.5999984741211,41.7000007629395,55.5999984741211
69,"male","asian","low","public","general",0.709999978542328,0.0299999993294477,1,"prof2",46.9000015258789,61.9000015258789,46.2000007629395,60.7000007629395,45.5999984741211
350,"male","white","high","public","academic",-0.409999996423721,0.280000001192093,0.330000013113022,"technical",46.9000015258789,35.9000015258789,42.5999984741211,58,55.5999984741211
13,"male","hispanic","low","public","academic",-1.10000002384186,0.0299999993294477,0,"military",46.9000015258789,40.4000015258789,42.7999992370605,45,30.6000003814697
37,"female","hispanic","middle","public","vocation",-1.04999995231628,-1.64999997615814,0,"prof1",46.9000015258789,46.2999992370605,38.5999984741211,47.0999984741211,60.5
165,"male","white","low","public","vocation",0.46000000834465,-1.16999995708466,0.330000013113022,"laborer",46.9000015258789,30.7000007629395,40.2999992370605,58,35.5999984741211
535,"female","white","middle","private","academic",0.519999980926514,0.340000003576279,1,"prof2",46.9000015258789,64.5,59.5999984741211,49.7999992370605,55.5999984741211
590,"male","white","middle","private","academic",0.0599999986588955,0.0299999993294477,0.670000016689301,"technical",46.9000015258789,56.7000007629395,56.0999984741211,60.7000007629395,55.5999984741211
222,"male","white","high","public","general",0.930000007152557,0.340000003576279,1,"prof2",46.9000015258789,54.0999984741211,54.5999984741211,55.2999992370605,50.5999984741211
28,"female","hispanic","middle","public","general",-0.600000023841858,-0.469999998807907,0.670000016689301,"prof1",46.9000015258789,54.0999984741211,49,52.5999984741211,60.5
21,"male","hispanic","middle","public","general",-0.439999997615814,-0.839999973773956,0.330000013113022,"craftsman",46.9000015258789,46.2999992370605,45.9000015258789,37.9000015258789,45.5999984741211
542,"female","white","middle","private","academic",0.519999980926514,0.0299999993294477,1,"school",46.9000015258789,51.5,53.7000007629395,41.7000007629395,40.5999984741211
545,"female","white","middle","private","academic",0.910000026226044,-0.469999998807907,1,"prof1",46.9000015258789,64.5,55.7999992370605,61.7999992370605,60.5
16,"female","hispanic","low","public","academic",0.0599999986588955,0.0299999993294477,1,"prof2",46.9000015258789,41.0999984741211,46.2000007629395,39.5999984741211,40.5999984741211
395,"female","white","middle","public","academic",0.550000011920929,-0.239999994635582,0.670000016689301,"sales",46.9000015258789,56.7000007629395,54.5999984741211,47.0999984741211,55.5999984741211
139,"female","african-amer","low","public","academic",0.439999997615814,0.649999976158142,1,"operative",46.9000015258789,46.2999992370605,48.5,32.5,40.5999984741211
508,"male","white","high","public","academic",0.680000007152557,-0.469999998807907,0.330000013113022,"military",46.9000015258789,61.9000015258789,60.5,68.8000030517578,65.5
565,"male","white","middle","private","academic",0.709999978542328,0.0299999993294477,0.330000013113022,"laborer",46.9000015258789,59.2999992370605,63,52.5999984741211,45.5999984741211
30,"female","hispanic","middle","public","academic",0.310000002384186,1.19000005722046,1,"prof1",46.9000015258789,44.2999992370605,41.9000015258789,39,50.5999984741211
226,"male","white","high","public","academic",0.490000009536743,1.19000005722046,1,"prof2",46.9000015258789,51.5,50.5999984741211,49.7999992370605,55.5999984741211
127,"female","african-amer","low","public","academic",-0.490000009536743,0.0299999993294477,0,"operative",46.9000015258789,37.2000007629395,42.7999992370605,41.7000007629395,45.5999984741211
568,"female","white","middle","private","academic",0,0.340000003576279,0.330000013113022,"prof1",46.9000015258789,59.2999992370605,53.7000007629395,58,45.5999984741211
383,"female","white","middle","public","general",0.270000010728836,0.0299999993294477,0.670000016689301,"clerical",46.9000015258789,56.7000007629395,63.7999992370605,55.2999992370605,55.5999984741211
2,"male","hispanic","low","public","general",-0.419999986886978,0.0299999993294477,0.330000013113022,"craftsman",46.9000015258789,35.9000015258789,41.9000015258789,36.2999992370605,45.5999984741211
295,"female","white","high","public","general",1.36000001430511,0.0299999993294477,0.670000016689301,"school",46.9000015258789,59.2999992370605,56.2999992370605,66.0999984741211,60.5
168,"female","white","middle","public","general",-0.689999997615814,-1.12999999523163,0.670000016689301,"clerical",46.9000015258789,54.0999984741211,45.4000015258789,44.4000015258789,45.5999984741211
130,"female","african-amer","low","public","vocation",-0.600000023841858,0.899999976158142,0.670000016689301,"clerical",46.9000015258789,61.9000015258789,45.4000015258789,33.5999984741211,45.5999984741211
386,"female","white","middle","public","academic",0.0599999986588955,0.649999976158142,0.330000013113022,"proprietor",47.4000015258789,64.5,53.9000015258789,55.7999992370605,50.5999984741211
424,"female","white","middle","public","vocation",0.75,0.340000003576279,1,"prof1",47.4000015258789,41.7000007629395,51.5999984741211,38.5,50.5999984741211
96,"female","asian","low","public","vocation",-0.930000007152557,0.649999976158142,1,"laborer",47.4000015258789,45.5999984741211,49.4000015258789,42.2999992370605,45.5999984741211
587,"male","white","high","private","academic",0.680000007152557,-0.529999971389771,1,"proprietor",48.4000015258789,48.2000007629395,60.5,60.0999984741211,49.2999992370605
25,"male","hispanic","middle","public","vocation",0.259999990463257,0.0299999993294477,0.330000013113022,"proprietor",48.4000015258789,48.9000015258789,52.2000007629395,43.9000015258789,50.5999984741211
190,"female","white","high","public","vocation",-0.409999996423721,0.0299999993294477,0.670000016689301,"service",49.5,51.5,45.0999984741211,58,35.5999984741211
258,"female","white","middle","public","vocation",-0.639999985694885,-0.509999990463257,0.670000016689301,"homemaker",49.5,56.7000007629395,47.7000007629395,44.4000015258789,60.5
572,"male","white","middle","private","vocation",0.230000004172325,0.150000005960464,0.330000013113022,"craftsman",49.5,51.5,48,52.5999984741211,50.5999984741211
11,"female","hispanic","low","public","academic",0.25,0.340000003576279,1,"prof1",49.5,61.9000015258789,42.9000015258789,41.7000007629395,50.5999984741211
252,"female","white","low","public","academic",0.479999989271164,0.319999992847443,1,"school",49.5,54.0999984741211,38.7000007629395,49.7999992370605,50.5999984741211
589,"male","white","high","private","academic",-0.600000023841858,0.340000003576279,0,"craftsman",49.5,41.7000007629395,50.2999992370605,36.2999992370605,60.5
314,"male","white","middle","public","general",0.259999990463257,0.0299999993294477,1,"craftsman",49.5,35.9000015258789,47.7999992370605,52.5999984741211,35.5999984741211
279,"male","white","low","public","vocation",0.0799999982118607,0.939999997615814,0.330000013113022,"craftsman",49.5,52.7999992370605,50.5999984741211,48.7999992370605,66.8000030517578
534,"male","white","middle","private","academic",0.0599999986588955,0.560000002384186,1,"prof2",49.5,56.7000007629395,46.2000007629395,55.2999992370605,50.5999984741211
524,"female","white","middle","private","academic",-0.660000026226044,-1.07000005245209,0.670000016689301,"clerical",49.5,61.9000015258789,60.4000015258789,47.0999984741211,50.5999984741211
219,"female","white","middle","public","vocation",0.100000001490116,0.0299999993294477,0.330000013113022,"manager",49.5,56.7000007629395,48,47.0999984741211,60.5
288,"male","white","low","public","general",0.25,0.649999976158142,0,"farmer",49.5,48.9000015258789,50.4000015258789,63.4000015258789,55.5999984741211
6,"male","hispanic","middle","public","general",0.46000000834465,0.0299999993294477,0,"proprietor",49.5,46.2999992370605,46.2000007629395,41.7000007629395,35.5999984741211
513,"male","white","high","public","academic",0.0599999986588955,0.319999992847443,0.670000016689301,"protective",49.5,43.7000007629395,55.5,68.8000030517578,65.5
466,"female","white","middle","public","academic",0.300000011920929,-0.600000023841858,1,"prof1",49.5,59.2999992370605,53.0999984741211,60.7000007629395,60.5
338,"female","white","low","public","vocation",0.259999990463257,-0.259999990463257,0,"manager",49.5,56.7000007629395,43.7999992370605,47.0999984741211,40.5999984741211
517,"female","white","low","public","general",0.259999990463257,0.870000004768372,1,"farmer",49.5,61.9000015258789,61.4000015258789,63.4000015258789,50.5999984741211
397,"male","white","middle","public","vocation",0.25,-0.259999990463257,0.330000013113022,"craftsman",49.5,30.7000007629395,40.2999992370605,33.5999984741211,30.6000003814697
550,"female","white","middle","private","vocation",1.12999999523163,0.879999995231628,0.330000013113022,"clerical",49.5,51.5,52.7000007629395,55.2999992370605,55.5999984741211
94,"female","asian","high","public","vocation",-0.349999994039536,-0.889999985694885,0,"clerical",49.5,67.0999984741211,66.4000015258789,66.0999984741211,55.5999984741211
197,"female","white","low","public","vocation",-1.14999997615814,-1.37999999523163,1,"not working",49.5,56.7000007629395,46.0999984741211,53.5999984741211,40.5999984741211
121,"male","african-amer","middle","public","academic",0.490000009536743,0.939999997615814,1,"prof1",49.5,39.7999992370605,44.5,55.2999992370605,55.5999984741211
52,"male","hispanic","middle","public","vocation",-1.58000004291534,0.560000002384186,0.670000016689301,"craftsman",49.5,33.2999992370605,48.7000007629395,44.4000015258789,35.5999984741211
531,"female","white","high","private","academic",0.680000007152557,0.0599999986588955,0.670000016689301,"clerical",49.5,51.5,41.2000007629395,41.7000007629395,45.5999984741211
374,"male","white","low","public","academic",0.699999988079071,-0.159999996423721,1,"prof2",49.5,61.9000015258789,50.9000015258789,46.0999984741211,66.8000030517578
437,"female","white","middle","public","vocation",-0.600000023841858,-0.259999990463257,0.670000016689301,"homemaker",49.5,41.0999984741211,38.4000015258789,52.5999984741211,35.5999984741211
458,"male","white","middle","public","academic",0.46000000834465,0.649999976158142,1,"technical",49.5,48.9000015258789,60.5,55.2999992370605,55.5999984741211
305,"female","white","middle","public","general",-0.159999996423721,-0.449999988079071,0.670000016689301,"homemaker",49.5,54.0999984741211,61.9000015258789,52.5999984741211,50.5999984741211
92,"female","asian","high","public","vocation",0.0599999986588955,-0.28999999165535,0.670000016689301,"clerical",49.5,56.7000007629395,68.0999984741211,49.7999992370605,55.5999984741211
582,"male","white","high","private","academic",0.100000001490116,-0.159999996423721,0.330000013113022,"prof1",49.5,59.2999992370605,51,47.0999984741211,45.5999984741211
541,"male","white","middle","private","academic",-0.140000000596046,0.340000003576279,0.330000013113022,"prof1",49.5,46.2999992370605,44.7999992370605,58,60.5
259,"female","white","middle","public","general",0.230000004172325,0.439999997615814,1,"craftsman",49.5,51.5,45.5,49.7999992370605,55.5999984741211
380,"female","white","high","public","general",0.25,0.0299999993294477,0.670000016689301,"homemaker",49.5,51.5,55.5,44.4000015258789,55.5999984741211
145,"male","african-amer","high","public","vocation",0.689999997615814,0.0299999993294477,0.670000016689301,"prof1",49.5,39.7999992370605,38.5999984741211,49.2999992370605,46.7999992370605
148,"male","african-amer","middle","public","general",-0.439999997615814,-0.310000002384186,0.670000016689301,"prof1",49.5,59.2999992370605,42.0999984741211,52.5999984741211,60.5
217,"female","white","middle","public","academic",0,-0.419999986886978,0.670000016689301,"proprietor",49.5,51.5,52.9000015258789,39,55.5999984741211
471,"female","white","high","public","academic",0.46000000834465,0.319999992847443,0.670000016689301,"technical",49.5,54.0999984741211,47.7999992370605,60.7000007629395,50.5999984741211
247,"female","white","middle","public","vocation",0.46000000834465,-0.469999998807907,0,"prof1",49.5,61.9000015258789,41.4000015258789,55.2999992370605,30.6000003814697
116,"female","african-amer","middle","public","academic",0.270000010728836,0.340000003576279,1,"military",49.5,48.9000015258789,48,41.7000007629395,60.5
154,"female","african-amer","low","public","academic",0.449999988079071,0.0299999993294477,1,"clerical",49.5,46.2999992370605,52.9000015258789,52.5999984741211,65.5
359,"male","white","middle","public","academic",0.219999998807907,0.319999992847443,1,"school",49.5,56.7000007629395,62.7999992370605,49.7999992370605,70.5
271,"female","white","high","public","vocation",0.28999999165535,0.0299999993294477,1,"homemaker",49.5,48.9000015258789,56.2000007629395,47.0999984741211,45.5999984741211
162,"female","african-amer","high","private","academic",-0.400000005960464,-1.79999995231628,0.330000013113022,"clerical",50,45,42.9000015258789,41.7000007629395,45.5999984741211
313,"female","white","middle","public","academic",0.46000000834465,-0.469999998807907,0.670000016689301,"prof2",50,41.0999984741211,45.0999984741211,44.4000015258789,55.5999984741211
95,"female","asian","middle","public","academic",0.300000011920929,-1.0900000333786,0,"prof1",51.0999984741211,56.7000007629395,55.2999992370605,47.7000007629395,56.7999992370605
455,"female","white","low","public","general",0.0599999986588955,0.589999973773956,1,"clerical",52.0999984741211,51.5,45.4000015258789,39,50.5999984741211
476,"female","white","high","public","general",0.230000004172325,-0.259999990463257,0,"prof1",52.0999984741211,61.9000015258789,56.2999992370605,58,55.5999984741211
496,"female","white","middle","public","academic",0.230000004172325,0.0299999993294477,1,"prof1",52.0999984741211,59.2999992370605,52.9000015258789,60.7000007629395,50.5999984741211
41,"male","hispanic","high","public","academic",-0.0299999993294477,0.629999995231628,0.670000016689301,"prof1",52.0999984741211,54.0999984741211,48.2000007629395,55.2999992370605,60.5
312,"female","white","middle","public","academic",0.660000026226044,0.0299999993294477,1,"clerical",52.0999984741211,56.7000007629395,41.9000015258789,52.5999984741211,60.5
595,"male","white","high","private","academic",0,0.0299999993294477,0.330000013113022,"prof2",52.0999984741211,59.2999992370605,50.4000015258789,60.7000007629395,60.5
345,"male","white","middle","public","academic",0.709999978542328,0.340000003576279,0.670000016689301,"prof1",52.0999984741211,41.0999984741211,51.2999992370605,60.7000007629395,65.5
502,"male","white","middle","public","academic",0.280000001192093,0.319999992847443,1,"prof2",52.0999984741211,54.0999984741211,56.5,55.2999992370605,50.5999984741211
521,"male","white","high","private","academic",0.46000000834465,0.340000003576279,1,"technical",52.0999984741211,46.2999992370605,50.4000015258789,52.5999984741211,50.5999984741211
537,"male","white","middle","private","general",-0.400000005960464,0.649999976158142,0,"prof2",52.0999984741211,46.2999992370605,51.2999992370605,58,55.5999984741211
227,"male","white","middle","public","academic",0.439999997615814,0.649999976158142,1,"farmer",52.0999984741211,54.0999984741211,54.5999984741211,41.7000007629395,55.5999984741211
163,"female","african-amer","middle","private","academic",0.660000026226044,0,1,"prof2",52.0999984741211,48.9000015258789,48.5,44.4000015258789,60.5
509,"male","white","middle","public","vocation",-0.409999996423721,0.340000003576279,0.670000016689301,"technical",52.0999984741211,38.5,57.9000015258789,52.5999984741211,50.5999984741211
72,"male","asian","high","public","academic",0.910000026226044,0.340000003576279,1,"prof2",52.0999984741211,54.0999984741211,58.0999984741211,55.7999992370605,50.5999984741211
32,"female","hispanic","middle","public","academic",0.689999997615814,0.340000003576279,1,"prof1",52.0999984741211,56.7000007629395,53.4000015258789,60.7000007629395,45.5999984741211
83,"male","asian","middle","public","academic",0.0599999986588955,0.939999997615814,1,"military",52.0999984741211,51.5,57.9000015258789,60.7000007629395,35.5999984741211
507,"male","white","middle","public","vocation",-0.400000005960464,-0.759999990463257,0.670000016689301,"military",52.0999984741211,35.9000015258789,50.2999992370605,47.0999984741211,50.5999984741211
66,"female","asian","high","public","academic",0.319999992847443,-1.16999995708466,0.330000013113022,"prof1",52.0999984741211,54.0999984741211,58.0999984741211,47.0999984741211,60.5
27,"female","hispanic","high","public","general",0.46000000834465,0.589999973773956,1,"technical",52.0999984741211,62.5,53.5999984741211,56.2999992370605,65.5
364,"female","white","middle","public","academic",-0.159999996423721,-2.57999992370605,1,"prof2",52.0999984741211,59.2999992370605,58.0999984741211,52.5999984741211,65.5
260,"female","white","middle","public","academic",0.100000001490116,1.19000005722046,1,"prof1",52.0999984741211,56.7000007629395,62.2999992370605,66.0999984741211,70.5
408,"male","white","high","public","academic",-0.449999988079071,-0.600000023841858,0.670000016689301,"prof2",52.0999984741211,59.9000015258789,49.5,48.7999992370605,60.5
237,"male","white","middle","public","academic",1.36000001430511,-0.800000011920929,0.670000016689301,"sales",52.0999984741211,59.2999992370605,59.5999984741211,59.0999984741211,40.5999984741211
456,"male","white","middle","public","vocation",-1.57000005245209,0.649999976158142,0.330000013113022,"manager",52.0999984741211,56.7000007629395,45.2000007629395,55.2999992370605,50.5999984741211
372,"male","white","middle","public","general",0.0900000035762787,-1.41999995708466,0.330000013113022,"proprietor",52.0999984741211,61.9000015258789,59.5999984741211,58,55.5999984741211
192,"female","white","middle","public","academic",0.670000016689301,0.0299999993294477,0.670000016689301,"prof1",52.0999984741211,56.7000007629395,51.0999984741211,55.2999992370605,55.5999984741211
278,"male","white","low","public","academic",0.46000000834465,-0.180000007152557,1,"prof2",52.0999984741211,46.2999992370605,48.2999992370605,58,60.5
304,"male","white","high","public","academic",0.00999999977648258,0.319999992847443,0,"technical",52.0999984741211,41.0999984741211,50.5999984741211,52.5999984741211,55.5999984741211
274,"female","white","high","public","general",0.330000013113022,-0.259999990463257,1,"homemaker",52.0999984741211,67.0999984741211,57,63.4000015258789,60.5
329,"male","white","high","public","academic",-0.430000007152557,0.0299999993294477,1,"prof1",52.0999984741211,44.2999992370605,53.0999984741211,58,45.5999984741211
487,"female","white","low","public","academic",-0.469999998807907,-0.469999998807907,0,"clerical",52.0999984741211,57.2999992370605,63.7000007629395,58,55.5999984741211
187,"female","white","low","public","general",0.680000007152557,-0.600000023841858,0.330000013113022,"school",52.0999984741211,64.5,59.7000007629395,55.7999992370605,50.5999984741211
254,"female","white","high","public","academic",0.479999989271164,-0.469999998807907,0.330000013113022,"prof1",52.0999984741211,61.9000015258789,55.5,60.7000007629395,60.5
99,"male","asian","middle","public","academic",0.519999980926514,0.340000003576279,1,"prof1",52.0999984741211,54.0999984741211,51.4000015258789,49.7999992370605,50.5999984741211
351,"female","white","middle","public","academic",0.319999992847443,0.899999976158142,0.670000016689301,"clerical",52.0999984741211,59.2999992370605,58.0999984741211,47.0999984741211,45.5999984741211
522,"male","white","middle","private","academic",0,0.649999976158142,1,"military",52.0999984741211,61.9000015258789,62.0999984741211,58,60.5
440,"female","white","high","public","academic",1.36000001430511,0.939999997615814,1,"homemaker",52.0999984741211,48.9000015258789,51.2999992370605,41.7000007629395,45.5999984741211
70,"male","asian","middle","public","academic",0.0599999986588955,0.439999997615814,0.670000016689301,"prof1",52.0999984741211,61.9000015258789,66.3000030517578,47.0999984741211,45.5999984741211
462,"male","white","middle","public","general",0.330000013113022,0.280000001192093,0.670000016689301,"prof1",52.0999984741211,46.2999992370605,48.0999984741211,55.2999992370605,40.5999984741211
85,"male","asian","low","public","general",-0.379999995231628,0.0299999993294477,0,"craftsman",52.0999984741211,43.7000007629395,49.4000015258789,55.2999992370605,40.5999984741211
387,"female","white","high","public","academic",0.889999985694885,0.879999995231628,1,"prof1",52.0999984741211,59.2999992370605,64,61.2000007629395,55.5999984741211
185,"female","white","middle","public","general",0.449999988079071,0.560000002384186,1,"laborer",52.0999984741211,43.7000007629395,41.9000015258789,47.0999984741211,45.5999984741211
200,"male","white","high","public","academic",-0.270000010728836,0.879999995231628,1,"sales",52.0999984741211,64.5,60.5999984741211,60.7000007629395,45.5999984741211
215,"female","white","middle","public","academic",-0.400000005960464,-0.219999998807907,0.670000016689301,"prof1",52.0999984741211,38.5,36.0999984741211,44.4000015258789,45.5999984741211
588,"male","white","middle","private","general",-0.930000007152557,-0.800000011920929,0.330000013113022,"prof1",52.0999984741211,51.5,49.5,55.2999992370605,45.5999984741211
42,"male","hispanic","middle","public","academic",0.0299999993294477,0.280000001192093,0.330000013113022,"operative",52.0999984741211,54.0999984741211,52,55.2999992370605,50.5999984741211
143,"male","african-amer","middle","public","academic",0.259999990463257,1.19000005722046,1,"prof1",52.0999984741211,52.7999992370605,37.5999984741211,52.5999984741211,50.5999984741211
334,"female","white","middle","public","academic",0.0799999982118607,-0.239999994635582,0.330000013113022,"prof2",52.0999984741211,59.2999992370605,48,55.2999992370605,60.5
328,"female","white","middle","public","vocation",0.219999998807907,0.0299999993294477,0.330000013113022,"clerical",52.0999984741211,54.7000007629395,49.5,53.5999984741211,60.5
472,"female","white","middle","public","general",-0.400000005960464,-0.259999990463257,0.330000013113022,"service",52.0999984741211,54.0999984741211,55.2999992370605,52.5999984741211,50.5999984741211
153,"female","african-amer","middle","public","general",0.46000000834465,0.0299999993294477,1,"school",52.0999984741211,56.7000007629395,62.7999992370605,47.0999984741211,60.5
272,"female","white","low","public","general",0.46000000834465,0.0299999993294477,0.670000016689301,"technical",52.0999984741211,56.7000007629395,53,47.0999984741211,50.5999984741211
581,"male","white","middle","private","vocation",-0.660000026226044,-0.469999998807907,1,"prof1",52.7000007629395,41.0999984741211,40.2000007629395,58,60.5
282,"female","white","middle","public","general",0.709999978542328,-0.0500000007450581,0.670000016689301,"clerical",52.7000007629395,47.5999984741211,52.2000007629395,45,50.5999984741211
79,"male","asian","middle","public","academic",0.46000000834465,-0.300000011920929,1,"prof2",53.2000007629395,60.5999984741211,61.2000007629395,56.9000015258789,55.5999984741211
113,"male","african-amer","high","public","academic",-0.0299999993294477,0.870000004768372,1,"military",53.2000007629395,46.2999992370605,43,41.7000007629395,50.5999984741211
128,"male","african-amer","middle","public","academic",0.490000009536743,0.439999997615814,0.670000016689301,"prof2",53.7000007629395,43.7000007629395,51.0999984741211,52,43.0999984741211
310,"male","white","high","public","academic",0.519999980926514,0.649999976158142,0.330000013113022,"craftsman",54.2999992370605,62.5,56.5999984741211,54.7000007629395,45.5999984741211
352,"female","white","middle","public","general",0.319999992847443,0.649999976158142,1,"prof1",54.7999992370605,61.9000015258789,58.0999984741211,58,60.5
166,"male","white","middle","public","vocation",-0.400000005960464,0.879999995231628,0.330000013113022,"farmer",54.7999992370605,45,45.9000015258789,58,50.5999984741211
552,"female","white","middle","private","academic",0.5,-0.219999998807907,1,"prof1",54.7999992370605,61.9000015258789,61.2999992370605,60.7000007629395,50.5999984741211
478,"female","white","middle","public","academic",0.670000016689301,-0.589999973773956,0.670000016689301,"prof1",54.7999992370605,64.5,55.2999992370605,49.7999992370605,60.5
436,"male","white","high","public","academic",0.200000002980232,-2.53999996185303,0,"technical",54.7999992370605,61.9000015258789,63.5999984741211,63.4000015258789,65.5
172,"male","white","middle","public","vocation",-1.29999995231628,0.0299999993294477,1,"military",54.7999992370605,41.0999984741211,40.2000007629395,44.4000015258789,40.5999984741211
108,"female","african-amer","high","public","vocation",0.259999990463257,0.939999997615814,0,"not working",54.7999992370605,38.5,46.7999992370605,36.2999992370605,45.5999984741211
54,"male","hispanic","high","public","vocation",0.46000000834465,0.0299999993294477,0.670000016689301,"prof1",54.7999992370605,54.7000007629395,56.9000015258789,58,40.5999984741211
431,"female","white","middle","public","general",0.550000011920929,-0.600000023841858,1,"clerical",54.7999992370605,54.0999984741211,51.2999992370605,41.7000007629395,45.5999984741211
435,"female","white","low","public","general",-0.189999997615814,-0.850000023841858,0,"service",54.7999992370605,60.5999984741211,55.5,58,45.5999984741211
505,"male","white","low","public","general",0.709999978542328,1.19000005722046,0.330000013113022,"farmer",54.7999992370605,59.2999992370605,62.5,68.8000030517578,45.5999984741211
170,"male","white","low","public","general",0.300000011920929,-0.589999973773956,1,"technical",54.7999992370605,46.2999992370605,45.5,58,60.5
